RESPONSES,LEVEL KOMPETENSI
"Mengelola Perubahan; Pernah. Waktu itu sekitar tahun 2015, pada saat menduduki jabatan Kepala Bagian  Organisasi, pada saat itu saya diperintahkan oleh Pimpinan  Sekretaris Daerah  untuk  menyusun kajian tentang pengelolaan gedung Islamic Center, yang sebenarnya secara  tugas dan fungsi itu bukan merupakan tugas fungsi Bagian Organisasi tetapi merupakan  tugas Bagian Kesejahteraan Rakyat  Kesra . Menyikapi hal tersebut, saya melakukan  beberapa hal untuk melaksanakan tugas tersebut antara lain   a. Berkoordinasi dengan pihak pihak terkait, khususnya Bagian Kesra, untuk menyusun  rencana kerja menindaklanjuti perintah pimpinan tersebut   b. Melakukan studi referensi terkait pengelolaan islamic center yang dilakukan di daerah  lain   c. Melakukan kunjungan kerja terkait dengan metode pengelolaan PUSDAI Jawa Jarat  d. Melakukan kajian dari aspek normatif dan regulasi. ",1
"Mengelola Perubahan; Pernah. Dalam rangka meningkatkan wawasan dan pengetahuan seluruh anggota  organisasi terhadap segala hal yang berkaitan dengan tugas pekerjaan di Bappeda, saya  menyampaikan kepada setiap unit kerja agar dalam setiap aktifitas yang dilakukan  terutama pada saat mengikuti kegiatan diluar agar membuat laporan hasilnya secara  tertulis yang disampaikan kepada Kepala Badan dan ditembuskan kepada seluruh unit kerja atau mengupload pada grup whatsapp organisasi. Dalam prosesnya hal ini belum  dijalankan secara optimal. Menyikapi hal ini hal yang saya lakukanyaitu terus  mengingatkan kepada seluruh pegawai dalam setiap kesempatan yang ada. ",1
"Mengelola Perubahan; Saya akan melakukan dengan respon cepat supaya perubahan ini tidak terlalu signifikan, dan saya akan mengumpulkan seluruh staff saya untuk cepat merespon situasi dan cepat beradaptasi. Tentunya jangan sampai ada komunikasi yang terputus. Tahap berikutnya saya akan memanggil para kepala bidang, saya akan arahkan kepada mereka supaya mengingatkan kepada mereka untuk memahami apa tugas masing masing.",2
"Mengelola Perubahan; Pernah, saya selalu bertanya kepada mereka yang pernah mengerjakan tugas tersebut. Tentunya, ditambah dengan membaca dan mempelajari tugas pokok fungsi yang harus saya laksanakan. Dan sikap saya dalam menjalankan tugas baru saya selalu berprinsip bahwa tidak ada pekerjaan yang tidak bisa dikerjakan kalau kita mempelajari dan bertanya.",2
"Mengelola Perubahan; Pernah, dan saya akan bertanya apa yang sudah dilakukan selama ini. Saya akan melihat data satu dua tahun kebelakang, karena tanpa data kita tidak bisa mengevaluasi dan memperbaiki kenapa selama ini kurang optimal dalam pelaksanaannya. Dan saya akan membuat terobosan baru dalam melaksanakan pekerjaan untuk memperbaiki kekurangan dan kelemahan masalah tersebut. ",2
"Pengambilan Keputusan; Pajak Kendaraan Bermotor  PKB  dan Bea Balik Nama Kendaraan Bermotor  BBNKB  adalah salah satu sektor penerimaan yang kontribusi terbesar di dalam Anggaran Pendapatan dan Belanja Daerah yaitu sekitar 60  dari penerimaan total Pendapatan Asli Daerah Provinsi Jawa Barat. Tingkat kepatuhan masyarakat untuk membayar PKB memang masih kurang, setiap tahun hanya 60  wajib pajak di Jawa Barat yang membayar PKB. Berkat para pembayar pajak yang tepat waktu dan didukung oleh pengelolaan dana PKB yang baik, maka PKB memberikan kontribusi besar terhadap pendapatan Provinsi Jawa Barat dan Kabupaten Kota penerimaan dana dari PKB telah digunakan untuk pembangunan dan pemeliharaan sarana di Jawa Barat.   Setiap tahun, 30  pendapatan dari PKB yang dipungut dikembalikan ke Kabupaten  Kota untuk membiayai pembangunan setempat. Keberhasilan Kabupaten Kota memungut pajak didukung penuh oleh UPTD Pusat Pelayanan Pendapatan Daerah  P3D  yang selalu berinovasi untuk memberikan kenyamanan bagi para wajib pajak. Sejumlah Pemerintah Kabupaten Kota juga melakukan langkah langkah inovatif dan kreatif untuk kampanye dan sosialisasi PKB, serta Intensifikasi pemungutannya. Bapenda sangat mengapresiasi kepatuhan para wajib pajak dan segala upaya Pemerintah Kabupaten Kota serta UPTD Pusat Pelayanan Pendapatan Daerah  P3D  untuk meningkatkan tingkat pendapatan Jawa Barat melalui PKB.   Apresiasi tersebut diwujudkan melalui  Penghargaan Intensifikasi Pajak Kendaraan Bermotor  bagi Wajib Pajak, Kader Penggerak Taat Pajak, Pemerintah Kabupaten   Kota dan UPTD Pusat Pelayanan Pendapatan Daerah  P3D  Provinsi Wilayah se  Jawa Barat. Penghargaan ini diharapkan dapat memberikan motivasi kepada para  Wajib Pajak untuk selalu membayar PKB setiap tahun dengan tepat waktu.   Melalui branding sawarga pada akhirnya Kecamatan Cipaku mendapat anugerah terbaik pada penyelenggaraan Anugerah Pajak Kendaraan Bermotor Tahun 2017 dan Tahun 2019.",1
"Pengambilan Keputusan; Pada saat pemetaan dan penerapan layanan sawarga hanya melibatkan tim sawarga, maka hasilnya belum optimal dan untuk selanjutnya dikembangkan dan  diimplementasikan di setiap pemerintah desa, dunia usaha UMKM dan pelaku usaha melalui kerjasama.",1
"Pengambilan Keputusan; Pernah   Pada saat pimpinan atasan berhalangan maupun mendelegasikan kewenangannya untuk melaksanakan tugas khusus tertentu seperti yang telah diuraikan pada point 5 dan pembagian tugas harian kepada bawahan terkadang hanya sedikit informasi yang dimiliki, namun harus diberikan arahan tindak lanjut dengan segera.",1
Pengambilan Keputusan; Belum pernah,1
"Pengambilan Keputusan; Dalam organisasi pemerintah atau dinas sebenarnya keputusan keputusan besar, penting dan strategis harus diambil oleh seorang kepala dinas. Seorang sekretaris hanya diberikan kewenangan untuk memberikan masukan saran dan eksekusi keputusan besar, penting dan strategis yang telah ditetapkan oleh pimpinan organisasi. Contoh hal yang besar harus disarankan oleh sekretaris kepada kepala dinas adalah keputusan untuk mengusulkan pemberian punishment berat kepada Pimpinan Daerah melalui BKPSDM terhadap pegawai yang melanggar aturan berat tetapi kondisi pegawai tersebut sangat kurang baik dari sisi ekonomi. ",3
"Pengambilan Keputusan; Rotasi, mutasi dan promosi dalam suatu organisasi adalah hal biasa. Sebagai sekretaris salah satu tugas urusannya adalah tentang kepegawaian. Dinas memiliki hak untuk mengusulkan pegawai untuk di rotasi, mutasi dan promosi. Melalui diskusi dengan kepala dinas kita mengusulkan saudara A untuk menggantikan saudari B karena saudari B di promosikan untuk menduduki jabatan tertentu. Disetujui oleh kepala dinas dan ternyata memang terjadi mutasi sesuai usulan. Akan tetapi ternyata saudara A setelah menduduki jabatan tersebut malah berbuat masalah yang cukup memalukan sehingga menjadi catatan kepegawaian dan harus diselesaikan. Kita menganggap si A memiliki kompetensi cukup ternyata setelah menduduki berbuat hal yang kurang baik  Don t Judge the Book by Its Cover .",3
"Pengambilan Keputusan; Apabila Kepala Dinas berhalangan atau ada tugas dari pimpinan maka jalannya organisasi harus di koordinir oleh sekretaris.  Yang sederhana adalah disposisi penugasan apabila pada hari ini terdapat undangan untuk menghadiri acara dalam waktu yang bersamaan maka keputusan harus cepat diambil untuk mendisposisikan, yang dilakukan adalah melihat perihal undangan, siapa yang akan memimpin rapat tersebut baru disposisi pada pegawai yang dianggap tepat. Ada informasi akan dilakukan penilaian program dari pusat atau provinsi di daerah A besok hari demi nama baik kabupaten yang harus melibatkan DKUKMP dalam menyiapkan P,W,Z dengan informasi yang sedikit. Maka kita memanggil bidang bidang untuk meminta informasi yang didapat screening cepat apa yang perlu disiapkan, SDM dan Bahan Material. Langsung pembagian tugas. ",3
"Pengambilan Keputusan; Pernah tetapi bukan bersifat mengambil keputusan sendiri dan itu sangat jarang, karena keputusan diambil demi kepentingan banyak orang dengan pertimbangan pertimbangan yang sudah dihitung masak masak. Kadangkala keputusan yang diambil seolah olah tidak memihak orang banyak tetapi kadang tidak diketahui bahwa keputusan tersebut diambil demi kepentingan dan keselamatan orang banyak. Contoh  Pemberlakuan PPKM saat Pandemi COVID 19, hampir semua aktivitas perniagaan diminta dihentikan atau dibatasi dengan ketat sedangkan tuntutan ekonomi masyarakat tidak bisa dihentikan. Tetapi PPKM tetap dijalankan, Dinas KUKMP harus mengambil keputusan sesuai dengan kebijakan pusat meskipun bagi masyarakat terutama pedagang itu sangat merugikan tetapi hal itu diambil untuk kepentingan masyarakat yang lebih besar lagi. Pemberian sosialisas, pemahaman dan memberikan dorongan dan fasilitasi untuk optimalkan berdagang online.  ",3
"Pengambilan Keputusan; Ketika saya bertugas merelokasi PKL dari alun alun ke area BMX.  pada awalnya PKL dan ormas menolak direlokasi dan melakukan demo. Maka saya menjelaskan dilapangan langsung dengan pertimbangan saya merelokasi karena berpegang kepada aturan K3 dan perintah serta kebijakan pimpinan Daerah, ketika itu para PKL harus dipindahkan dari alun alun ke area BMX karena selama di alun alun membuat kekisruhan situasi seperti macet, sampah berserkan dan menganggu fasilitas umum lainnya di sekitar alun alun. saya sebagai kabid perdagangan membutuhkan pendataaan penempatan kapling dari PKL yang akan pindah, maka relokasi saat itu harus segera dilakukan.   Hasil keputusannya para PKL mengerti dan mau mengikuti arahan dari saya selaku kabid perdagangan yang mewakili Pemerintah Daerah Ciamis. ",1
"Pengambilan Keputusan;  Saya tidak pernah mengambil keputusan yang kurang tepat, karena dalam mengambil keputusan, terlebih dahulu saya menganalisa masalah dan pemetaan dan perencanaan terhadap hal yang akan saya laksanakan. ",1
"Pengambilan Keputusan; Pernah,  Ketika harus merelokasi PKL dari alun alun ke area BMX. saya menjelaskan dilapangan langsung dengan pertimbangan saya merelokasi karena menurut aturan yang baru ketika itu para PKL memang harus pindah dari alun alun ke area BMX karena selama di alun alun membuat kekisruhan situasi seperti macet, menggunungnya sampah dan menganggu fasilitas umum di alun alun. saya sebagai kabid perdagangan membutuhkan data penempatan  kapling dari PKL yang harus pindah maka relokasi itu harus segera dilakukan.   Saya menyikapi bahwa sebuah keputusan cepat yang saya sampaikan ke para PKL adalah benar, kalau didasari oleh bekal aturan dan perintah kebijakan pimpinan. ",1
"Pengambilan Keputusan; Pernah,  Ketika merelokasi PKL dari alun alun ke area BMX, mereka menolak untuk pindah. Dengan pertimbangan langsung dilapangan langsung saya menyampaikan bahwa merelokas karena menurut aturan yang baru ketika itu para PKL memang harus pindah dari alun alun ke area BMX karena selama di alun alun membuat kekisruhan situasi seperti macet, menggunungnya sampah dan menganggu fasilitas umum di alun alun. saya sebagai kabid perdagangan membutuhkan data penempatan  kapling dari PKL yang harus pindah maka relokasi itu harus segera dilakukan.   Saya menyikapi bahwa sebuah keputusan cepat yang saya sampaikan ke para PKL adalah benar, kalau didasari oleh bekal aturan dan perintah kebijakan pimpinan. ",1
Pengambilan Keputusan; Untuk mengambil keputusan yang besar    a. menyampaikan permohonan pada pimpinan untuk petunjuk pelaksaan b. melakukan berbagai pemabahasan dengan regulasi yang berkaitan dengan permasalahan  c. melakukan rapat internal pembahasan untuk keputusan tersebut  d. mengkoordiasikan dengan pihak pihak lain yang mempunyai kepentingan  e. melakukan koordinasi unsur vertikal dan horizontal untuk mendapatkan dukungan sebagai bahan keputusan  ,2
Pengambilan Keputusan; Keputusan yang lebih baik tetap harus menjadi prioritas dan apabila keputusan tersebut di lakukan dengan tidak tepat dan maksimal kita tetap mengevaluasi apa yang menjadi keputusan kurang baik tersebut kita jadikan pengalaman berharga agar kedepan kita tidak mengulangi dan membuat keputsan yang salah ,2
Pengambilan Keputusan; Kita tetap mempelajari dulu untuk membuat keputusan tersebut dan mecari regulasi dan pendapat yang lain agar keputusan tersebut tidk salah.,2
Pengambilan Keputusan; Keputusan yang bertolak belakang berdasarkan pertimbangan sebagai berikut   a. Regulasi yang dijadikan rujukan b. pertimbangan kondusifptias dilapangan  c. Aspek dampak yang lebih jauh dan besar ,2
"Pengambilan Keputusan; Pernah, dalam organisasi adakalanya kita dihadapkan pada situasi yang menuntut kita dapat mengambil keputusan yang besar diantaranya pada saat menetukan sasaran dan target kinerja organisasi dalam perencanaan 5 tahun kedepan. Banyak hal yang harus dipertimbangkan dan langkah langkah yang harus dilakukan dalam mengambil keputusan tersebut antara lain   1. Mengumpulkan informasi sebanyak banyaknya baik melalui data data pencapaian tahun sebelumnya maupun melalui koordinasi dengan stakeholder 2. Mempertimbangkan semua faktor baik faktor internal dan eksternal yang mempengaruhi pengambilan keputusan berdasarkan informasi yang dikumpulkan di tahap sebelumnya. Untuk membantu menjabarkan informasi terkait pengambilan keputusan dalam penetapan sasaran dan target kinerja.",3
"Pengambilan Keputusan; Mengambil keputusan yang dirasa kurang tepat belum pernah mengalami, namun hal tersebut apabila terjadi maka yang harus dilakukan adalah bertanggung jawab dan memperbaiki kekurangan tersebut, serta bersikap memperbaiki kualitas diri agar pada lain waktu dapat membuat keputusan dengan tepat maka kita harus memahami persoalannya, mengumpulkan informasi yang tepat dan mempelajarinya termasuk kemungkinan dampak dari keputusan tersebut, berkonsultasi kepada yang berkompeten, dan mengambil keputusan dengan tenang.",3
"Pengambilan Keputusan; Mengambil keputusan secara cepat dengan sedikit informasi yang dimiliki belum pernah mengalami, namun apabila terjadi hal yang akan saya laukan adalah bersikap tenang tidak terburu buru, dan berproses tahap demi tahap agar keputusan yang diambil tepat dan berdampak positif.",3
"Pengambilan Keputusan; Tidak Pernah, namun apabila dihadapkan pada situasi tersebut pertimbangannya harus sesui regulasi yang ada dan tidak berdasarkan pada ego pribadi.",3
"Pengambilan Keputusan; Membuat parameter pengambilan keputusan, output, dan dampak dari keputusan yang diambil beserta konsekuensinya. ",1
"Pengambilan Keputusan; Pengambilan keputusan kurang tepat  Pemahaman aturan sebagai dasar kegiatan kurang optimal. Regulasi dasar pelaksanaan kegiatan harus dicermati, ditelaah, dianalisis dengan maksimal oleh Teamwork.",1
"Pengambilan Keputusan; Mengambil keputusan secara tepat dengan informasi yang dimiliki sedikit  Koordinasi staf yang memahami melaksanakan tugas sesuai tusinya. Pahami regulasi aturan  Permen Perda . Komunikasi pimpinan  arahan pimpinan . Pahami sasaran, misi, output maksud tujuan kegiatan. ",1
"Pengambilan Keputusan; Pengambilan keputusan diselaraskan dengan maksud, tujuan dan ouput kegiatan, serta Dasar Hukum dari kegiatan tersebut.  Biasanya keputusan yang diambil sejalan dengan Teamwork mengacu pada aturan yang berlaku.  ",1
"Pengambilan Keputusan; Ini cerita ketika menjadi Kasubid Pembinaan Pegawai di BKDD  BKPSDM  yang salah satu tugasnya adalah memberikan pembinaan kepada pegawai yang mengajukan ijin bercerai. Alkisah, terdapat permohonan ijin cerai dari seorang PNS Lelaki dengan alasan sang isteri telah berselingkuh dan dia memiliki bukti bukti yang sangat kuat untuk mendukung pernyataannya tersebut. Dari titi mangsa penanggalan dokumen yang disertakan menunjukan bahwa dia sangat bersemangat untuk sesegera mungkin menceraikan istrinya.  Sehari setelah surat permohonan tersebut menjadi ranah tusi, menghadaplah Suami yang sedang membara ini bersama istrinya yang layu pasrah. Dan ketika saya persilahkan Bara Api ini bicara bebas rentetan cerita emosional dramatis yang pada intinya adalah   sang suami yang berada di Ciamis, mendengar bahwa istrinya yang pulang ke jawa katanya untuk menjaga ibunya yang sakit sering ditemani lajang mahasiswa di rumahnya. Membelikan makanan dan ikut membantu mengasuh anaknya. Maka berangkatlah sang suami ke Tanah Jawa untuk membuktikannya. Dan bernama amarahlah dia sepenuhnya ketika malam itu dari lobang jendela kamar, tegas menyaksikan disatu kamar yang sama anak, istri dan lajang mahasiswa tengah tidur. Kejadian berikutnya adalah penghakiman penghakiman untuk sang istri. Bagusnya, tidak ada tindakan fisik. Ketika kemudian sang Istri saya persilahkan untuk kisahnya. Dia mengatakan bahwa benar dia mengurus Ibunya yang sakit, tapi kemudian malah ia ikut sakit, menyusul anaknya ikut sakit. Dalam situasi demikian, anak tetangga lajang mahasiswa ini membantunya dan keluarga tanpa ada hal hal lain diluar itu. Dan pada saat suaminya mendapatinya dalam satu kamar tertidur, bukan sengaja tidur. Tetapi ketiduran dan Mereka semua dalam keadaan berpakaian lengkap. Dan dia sudah menceritakan semua itu kepada suaminya dengan sejujurmya, namun sang suami tidak percaya, maka dia pasrah pada apapun yang terjadi.. Giliran saya yang bicara. Dengan hipotesa bahwa kisah dramatis adalah sebuah kisah kesalahpahaman yang buruk. Maka saya mengajak bicara tentang kisah kasih pasangan ini. awal pertemuan, kapan menikah, termasuk hal hal remeh temeh. Dengan maksud untuk mencari penanda bagaimana perasaan mereka satu sama lain, dipisahkan dari kisah buruk tadi. Dan, akhirnya saya menemukan bahwa cinta itu masih ada. Menemukan ada tanda keraguan dari suami akan kebenaran hal hal buruk itu. Maka saya pun bertanya kepada sang suami   Apakah, sekarang masih ada debaran atau rasa sayang ketika memandang istri, biarpun cuma sedikit   Dia terdiam. Kembali saya ulangi pertanyaan itu Suami    Tapi....   Jangan pakai tapi    Akhirnya setelah diulang 3 kali pertanyaan yang sama sang Suami dengan lirih menjawab,  masih    Pertanyaan yang sama saya tanyakan kepada sang istri. Kejadian yang sama terulang. Dengan akhir yang sama   Masih  Maka keputusan yang sangat besar saya ambil, saya berkata kepada pasangan ini   Hari ini, di Bioskop21 Tasik tengah diputar Fil Habibie Ainun. Pergilah kalian berdua kesana berboncengan motor. Tonton dan nikmati Film Itu. Usai nonton film,  masih di Tasik pergilah kalian makan bersama. Sesudah itu, hujan badai sekalipun pulanglah ke rumah kalian. Mandi yang bersih dan biarkan kalian berdua sewangi dan secantik saat remaja. Lalu, sekaku apapaun, sesungkan apapun, lakukanlah hubungan suami istri. Dan apabila sesudah itu, atau keesokan harinya. Kalian tidak merasakan apapun penanda bahwa kalian masih. Baliklah kemari temui saya sambil membawa pisau. Kalian boleh pilih, telinga kiri atau kanan saya. Silahkan iris dengan pisau itu. Dan apabila kalian berdua merasakan bahwa kalian berdua masih saling menyintai. Jangan Pernah Datang Lagi ketemu Saya   HASILNYA KEDUA TELINGA SAYA MASIH UTUH SEMPURNA  ",2
